module	scene	outcome	exception
_2023/clt_proof/main.py	TermByTermSum	tex_unsupported	TexError
_2023/clt_proof/main.py	WhyGaussian	ok	
_2023/convolutions2/continuous.py	AddTwoGammaDistributions	ok	
_2023/convolutions2/continuous.py	AltConvolutions	scene_code_error	ValueError
_2023/convolutions2/continuous.py	AltSyncedConvolution	ok	
_2023/convolutions2/continuous.py	CompareFormulas	missing_asset	OSError
_2023/convolutions2/continuous.py	ContinuousSampleAnnotations	ok	
_2023/convolutions2/continuous.py	Convolutions	ok	
_2023/convolutions2/continuous.py	ConvolveTwoNormals	ok	
_2023/convolutions2/continuous.py	ConvolveTwoUniforms	timeout	
_2023/convolutions2/continuous.py	ConvolveUniformWithWedge	ok	
_2023/convolutions2/continuous.py	GaussConvolutions	ok	
_2023/convolutions2/continuous.py	GaussianConvolution	ok	
_2023/convolutions2/continuous.py	IntroAnnotations	scene_code_error	TypeError
_2023/convolutions2/continuous.py	MovingAverageAsConvolution	scene_code_error	ValueError
_2023/convolutions2/continuous.py	MovingAverageOfRectFuncs	timeout	
_2023/convolutions2/continuous.py	ProbConvolutionControlled	ok	
_2023/convolutions2/continuous.py	ProbConvolutionControlledToMatchSlices	ok	
_2023/convolutions2/continuous.py	ProbConvolutions	portal_exception	ValueError
_2023/convolutions2/continuous.py	RectConvolutionFacts	portal_exception	TypeError
_2023/convolutions2/continuous.py	RectConvolutionsNewNotation	scene_code_error	AttributeError
_2023/convolutions2/continuous.py	RepeatedConvolution	ok	
_2023/convolutions2/continuous.py	RepeatedConvolutionDoubleLump	ok	
_2023/convolutions2/continuous.py	RepeatedConvolutionExp	timeout	
_2023/convolutions2/continuous.py	RepeatedConvolutionGaussian	ok	
_2023/convolutions2/continuous.py	RepeatedSamplesFromContinuousDistributions	ok	
_2023/convolutions2/continuous.py	SampleTwoNormals	ok	
_2023/convolutions2/continuous.py	SampleWedgePlusDoubleLump	ok	
_2023/convolutions2/continuous.py	ThumbnailGraphs	ok	
_2023/convolutions2/continuous.py	TransitionToContinuousProbability	scene_code_error	TypeError
_2023/convolutions2/continuous.py	UniformSamples	ok	
_2023/convolutions2/continuous.py	WedgeAndExpSamples	ok	
_2023/convolutions2/diagonal_slices.py	AnalyzeStepAlongDiagonalLine	ok	
_2023/convolutions2/diagonal_slices.py	CleanExpAndRect	ok	
_2023/convolutions2/diagonal_slices.py	DiagonalSlices	ok	
_2023/convolutions2/diagonal_slices.py	Introduce3DGraph	ok	
_2023/convolutions2/diagonal_slices.py	OscillatingGaussianSlice	ok	
_2023/convolutions2/diagonal_slices.py	RotateGaussianSlice	scene_code_error	KeyError
_2023/convolutions2/diagonal_slices.py	RotationalSymmetryOfGaussian	scene_code_error	TypeError
_2023/convolutions2/diagonal_slices.py	SyncedSlices	ok	
_2023/convolutions2/diagonal_slices.py	SyncedSlicesExpAndRect	ok	
_2023/convolutions2/diagonal_slices.py	SyncedSlicesGaussian	ok	
_2023/convolutions2/diagonal_slices.py	SyncedSlicesUniformAndWedge	ok	
_2023/convolutions2/diagonal_slices.py	Thumbnail	ok	
_2023/convolutions2/dice.py	ConvolveDiscreteDistributions	ok	
_2023/convolutions2/dice.py	ConvolveMatchingDiscreteDistributions	ok	
_2023/convolutions2/dice.py	RepeatedDiscreteConvolutions	ok	
_2023/convolutions2/dice.py	ShowConvolutionOfLists	scene_code_error	NameError
_2023/convolutions2/dice.py	SumAlongDiagonal	missing_asset	OSError
_2023/convolutions2/gauss_example_supplements.py	AddedBubble	missing_asset	OSError
_2023/convolutions2/gauss_example_supplements.py	AddingCopiesOfAVariable	ok	
_2023/convolutions2/gauss_example_supplements.py	AskAboutConvolution	ok	
_2023/convolutions2/gauss_example_supplements.py	ConvolutionMeaning	ok	
_2023/convolutions2/gauss_example_supplements.py	DrawQRCode	missing_asset	OSError
_2023/convolutions2/gauss_example_supplements.py	Exercise	ok	
_2023/convolutions2/gauss_example_supplements.py	HerschelMaxwellWords	ok	
_2023/convolutions2/gauss_example_supplements.py	IntroWords	ok	
_2023/convolutions2/gauss_example_supplements.py	LastFewVideos	missing_asset	OSError
_2023/convolutions2/gauss_example_supplements.py	LinksInDescription	missing_asset	OSError
_2023/convolutions2/gauss_example_supplements.py	MultipleBellishCurves	ok	
_2023/convolutions2/gauss_example_supplements.py	NewIntroWords	ok	
_2023/convolutions2/gauss_example_supplements.py	NothingWrongWithThat	missing_asset	OSError
_2023/convolutions2/gauss_example_supplements.py	OscillatingGraphValue	ok	
_2023/convolutions2/gauss_example_supplements.py	PreviewExplicitCalculation	ok	
_2023/convolutions2/gauss_example_supplements.py	RotationalSymmetryAnnotations	ok	
_2023/convolutions2/gauss_example_supplements.py	ShowGaussianConvolutionsAsEquations	tex_unsupported	TexError
_2023/convolutions2/gauss_example_supplements.py	SimpleBellRHS	ok	
_2023/convolutions2/gauss_example_supplements.py	SimpleBellRHS2	ok	
_2023/convolutions2/gauss_example_supplements.py	SliceLineAnnotations	ok	
_2023/convolutions2/gauss_example_supplements.py	StepsToProof	ok	
_2023/convolutions2/gauss_example_supplements.py	Thumbnail1	ok	
_2023/convolutions2/gauss_example_supplements.py	UniqueCharacterization	ok	
_2023/convolutions2/gauss_example_supplements.py	WhatsTheBigdeal	missing_asset	OSError
_2023/convolutions2/gauss_example_supplements.py	WhyGaussian	ok	
_2023/convolutions2/gauss_example_supplements.py	YIntegralAnnotations	ok	
_2023/convolutions2/supplements.py	AlreadyCoveredConvolutions	missing_asset	OSError
_2023/convolutions2/supplements.py	AskAboutAddingThreeUniforms	ok	
_2023/convolutions2/supplements.py	AskIfItsTheArea	missing_asset	OSError
_2023/convolutions2/supplements.py	AssumingIndependence	missing_asset	OSError
_2023/convolutions2/supplements.py	CanWeSeeAnExample	missing_asset	OSError
_2023/convolutions2/supplements.py	ComplainAboutCalculation	missing_asset	OSError
_2023/convolutions2/supplements.py	ConfusedAtThree	missing_asset	OSError
_2023/convolutions2/supplements.py	CountOutcomes	ok	
_2023/convolutions2/supplements.py	GaussianFunctionAnnotations	ok	
_2023/convolutions2/supplements.py	GuessTheAnswer	missing_asset	OSError
_2023/convolutions2/supplements.py	IfYouReallyUnderstand	missing_asset	OSError
_2023/convolutions2/supplements.py	IndicatingRectangle	ok	
_2023/convolutions2/supplements.py	IsntThatOvercomplicated	missing_asset	OSError
_2023/convolutions2/supplements.py	KeepGoing	missing_asset	OSError
_2023/convolutions2/supplements.py	LikeAMovingAverage	ok	
_2023/convolutions2/supplements.py	OrdinaryApproach	ok	
_2023/convolutions2/supplements.py	PauseAndPonder	missing_asset	OSError
_2023/convolutions2/supplements.py	PiScene	missing_asset	OSError
_2023/convolutions2/supplements.py	PredictTheProof	missing_asset	OSError
_2023/convolutions2/supplements.py	QuestionTheFormula	missing_asset	OSError
_2023/convolutions2/supplements.py	QuizTime	missing_asset	OSError
_2023/convolutions2/supplements.py	RuleOfThumb	ok	
_2023/convolutions2/supplements.py	ShorterRects	ok	
_2023/convolutions2/supplements.py	SimpleQuestion	ok	
_2023/convolutions2/supplements.py	Sqrt2Correction	scene_code_error	NameError
_2023/convolutions2/supplements.py	Sqrt2Explanation	ok	
_2023/convolutions2/supplements.py	SumOfFour	ok	
_2023/convolutions2/supplements.py	SumOfThree	ok	
_2023/convolutions2/supplements.py	ThumbnailMaterial	ok	
_2023/convolutions2/supplements.py	TwoRects	ok	
_2023/convolutions2/supplements.py	WhatDistributionDescribesThis	ok	
_2023/convolutions2/supplements.py	WhyNormals	missing_asset	OSError
_2023/gauss_int/herschel.py	FaintDartboard	ok	
_2023/gauss_int/herschel.py	IndependentCoordinates	ok	
_2023/gauss_int/herschel.py	ManyDifferentFs	ok	
_2023/gauss_int/herschel.py	OldTalkAboutSignOfConstantScraps	scene_code_error	NameError
_2023/gauss_int/herschel.py	OldTwoKeyProperties	ok	
_2023/gauss_int/herschel.py	RationalNumbers	scene_code_error	AttributeError
_2023/gauss_int/herschel.py	RescaleG	ok	
_2023/gauss_int/herschel.py	ShowPointR0	ok	
_2023/gauss_int/herschel.py	ShowXYCoordinate	ok	
_2023/gauss_int/herschel.py	TalkAboutSignOfConstant3D	ok	
_2023/gauss_int/herschel.py	TwoDGaussianAsADistribution	scene_code_error	NameError
_2023/gauss_int/herschel.py	TwoProperties	ok	
_2023/gauss_int/herschel.py	VariableC	ok	
_2023/gauss_int/herschel.py	VariableCWithF	ok	
_2023/gauss_int/herschel.py	VariableInputs	ok	
_2023/gauss_int/integral.py	AntiDerivative	ok	
_2023/gauss_int/integral.py	BellCurveArea	ok	
_2023/gauss_int/integral.py	CartesianSliceOverlay	ok	
_2023/gauss_int/integral.py	CartesianSlices	portal_unbound	NotImplementedError
_2023/gauss_int/integral.py	CylinderIntegral	ok	
_2023/gauss_int/integral.py	CylinderSlices	portal_unbound	NotImplementedError
_2023/gauss_int/integral.py	GaussianIntegral	ok	
_2023/gauss_int/integral.py	UsualFunctionTypes	ok	
_2023/gauss_int/supplements.py	CirclesToPopulation	ok	
_2023/gauss_int/supplements.py	ClosingStoryWords	ok	
_2023/gauss_int/supplements.py	CompareThreeIntegrals	ok	
_2023/gauss_int/supplements.py	DefiningProperty	ok	
_2023/gauss_int/supplements.py	DirectlyUseful	ok	
_2023/gauss_int/supplements.py	FeelsLikeATrick	ok	
_2023/gauss_int/supplements.py	FinalExercise	ok	
_2023/gauss_int/supplements.py	GaussianQuestion	ok	
_2023/gauss_int/supplements.py	HerschelDescription	missing_asset	OSError
_2023/gauss_int/supplements.py	HerschelMaxwellTitle	ok	
_2023/gauss_int/supplements.py	HowDoYouApproachThat	missing_asset	OSError
_2023/gauss_int/supplements.py	ImplicationPIP	ok	
_2023/gauss_int/supplements.py	IntegralTitleCard	ok	
_2023/gauss_int/supplements.py	LastVideoFrame	ok	
_2023/gauss_int/supplements.py	ManyBulgingFunctions	ok	
_2023/gauss_int/supplements.py	MaxwellsEquations	ok	
_2023/gauss_int/supplements.py	MysteryConstant	ok	
_2023/gauss_int/supplements.py	NDimensionalBallGrid	missing_asset	OSError
_2023/gauss_int/supplements.py	NextVideo	missing_asset	OSError
_2023/gauss_int/supplements.py	OtherVideos	missing_asset	OSError
_2023/gauss_int/supplements.py	OurKind	missing_asset	OSError
_2023/gauss_int/supplements.py	PaperTitle	ok	
_2023/gauss_int/supplements.py	ReactToDefiningProperty	missing_asset	OSError
_2023/gauss_int/supplements.py	SatisfyThisDisbelief	missing_asset	OSError
_2023/gauss_int/supplements.py	SorryWhat	missing_asset	OSError
_2023/gauss_int/supplements.py	StatisticalMechanicsIn3d	ok	
_2023/gauss_int/supplements.py	StoryWords	ok	
_2023/gauss_int/supplements.py	Thanks	missing_asset	OSError
_2023/gauss_int/supplements.py	ThreeDExpression	ok	
_2023/gauss_int/supplements.py	ThreeStepPlan	ok	
_2023/gauss_int/supplements.py	Usually	missing_asset	OSError
_2023/gauss_int/supplements.py	VolumeEqualsPi	ok	
_2023/gauss_int/supplements.py	WarningCalculus	ok	
_2023/gauss_int/supplements.py	WhatWouldBeNice	missing_asset	OSError
_2023/gauss_int/supplements.py	WhoOrderedMoreDimensions	missing_asset	OSError
_2023/gauss_int/supplements.py	WignerReverseZoom	missing_asset	OSError
_2023/gauss_int/supplements.py	WignerZoom	missing_asset	OSError
_2023/gauss_int/supplements.py	YLineFlash	ok	
_2023/moser_reboot/main.py	AddArcComment	ok	
_2023/moser_reboot/main.py	AskAboutPosition	missing_asset	OSError
_2023/moser_reboot/main.py	AskAboutSome	missing_asset	OSError
_2023/moser_reboot/main.py	BalancedEquation	portal_unbound	NotImplementedError
_2023/moser_reboot/main.py	ChallengeProblem	ok	
_2023/moser_reboot/main.py	Clean100choose4	ok	
_2023/moser_reboot/main.py	Clean4choose4	ok	
_2023/moser_reboot/main.py	Clean6choose4	ok	
_2023/moser_reboot/main.py	CountIntersections	ok	
_2023/moser_reboot/main.py	EEquation	ok	
_2023/moser_reboot/main.py	EdgeAdditionFactor	ok	
_2023/moser_reboot/main.py	ExamplesOfFormula	ok	
_2023/moser_reboot/main.py	ExplainNChoose2	ok	
_2023/moser_reboot/main.py	FillIn100PointDiagram	ok	
_2023/moser_reboot/main.py	FinalRearrangment	ok	
_2023/moser_reboot/main.py	Illustrate5Choose3	ok	
_2023/moser_reboot/main.py	IllustrateNChooseK	ok	
_2023/moser_reboot/main.py	Introduction	missing_asset	OSError
_2023/moser_reboot/main.py	LeftDiagram	ok	
_2023/moser_reboot/main.py	NonPlanarComplaint	missing_asset	OSError
_2023/moser_reboot/main.py	NonPlanarGraph	ok	
_2023/moser_reboot/main.py	OnDumbJoke	missing_asset	OSError
_2023/moser_reboot/main.py	OnScreenExplanationOfNChooseK	ok	
_2023/moser_reboot/main.py	PairOfChords	missing_asset	OSError
_2023/moser_reboot/main.py	PauseAndPonder	missing_asset	OSError
_2023/moser_reboot/main.py	PlanarNonPlanar	ok	
_2023/moser_reboot/main.py	Polyhedra	ok	
_2023/moser_reboot/main.py	ProblemSolvingRule1	missing_asset	OSError
_2023/moser_reboot/main.py	ShowPattern	ok	
_2023/moser_reboot/main.py	SimpleCircle	ok	
_2023/moser_reboot/main.py	SimpleFEq	ok	
_2023/moser_reboot/main.py	SimpleR	ok	
_2023/moser_reboot/main.py	SimpleRect	ok	
_2023/moser_reboot/main.py	SimpleVLine	ok	
_2023/moser_reboot/main.py	VEquation	ok	
_2023/moser_reboot/main.py	WhyThePowersOfTwo	missing_asset	OSError
_2023/numberphile/prime_race.py	LongRaceGraph	timeout	
_2023/numberphile/prime_race.py	PrimeRace	timeout	
_2023/numberphile/prime_race.py	RaceGraph	ok	
_2023/optics_puzzles/adding_waves.py	AddTwoRotatingVectors	ok	
_2023/optics_puzzles/adding_waves.py	AddTwoSineWaves	missing_asset	OSError
_2023/optics_puzzles/adding_waves.py	Pulse	portal_exception	
_2023/optics_puzzles/adding_waves.py	WavePlusLayerInfluence	scene_code_error	TypeError
_2023/optics_puzzles/adding_waves.py	WhiteLightAsASum	scene_code_error	TypeError
_2023/optics_puzzles/annotations.py	AnnotateDemo	missing_asset	OSError
_2023/optics_puzzles/annotations.py	AskAboutDiagonal	missing_asset	OSError
_2023/optics_puzzles/annotations.py	AskAboutQuantum	missing_asset	OSError
_2023/optics_puzzles/annotations.py	AskNoteVerticalVariation	missing_asset	OSError
_2023/optics_puzzles/annotations.py	BasicallyZ	ok	
_2023/optics_puzzles/annotations.py	BigPlus	ok	
_2023/optics_puzzles/annotations.py	CombineColors	missing_asset	OSError
_2023/optics_puzzles/annotations.py	ContinuousGraph	ok	
_2023/optics_puzzles/annotations.py	ContinuousWave	ok	
_2023/optics_puzzles/annotations.py	CurvyCurvyArrow	ok	
_2023/optics_puzzles/annotations.py	CyclingQuestions	ok	
_2023/optics_puzzles/annotations.py	DidntSteveCover	missing_asset	OSError
_2023/optics_puzzles/annotations.py	DiscreteGraph	ok	
_2023/optics_puzzles/annotations.py	DiscreteWave	ok	
_2023/optics_puzzles/annotations.py	ERadEquation	ok	
_2023/optics_puzzles/annotations.py	FocusOnWall	ok	
_2023/optics_puzzles/annotations.py	FromOnHigh	ok	
_2023/optics_puzzles/annotations.py	GlowDot	scene_code_error	TypeError
_2023/optics_puzzles/annotations.py	HoldUp	missing_asset	OSError
_2023/optics_puzzles/annotations.py	IndexOfRefraction	ok	
_2023/optics_puzzles/annotations.py	LayerKickBackLabel	ok	
_2023/optics_puzzles/annotations.py	LengthsOnDifferentColors	missing_asset	OSError
_2023/optics_puzzles/annotations.py	MentionMaxwell	missing_asset	OSError
_2023/optics_puzzles/annotations.py	Questions	ok	
_2023/optics_puzzles/annotations.py	RSquaredVsR	ok	
_2023/optics_puzzles/annotations.py	Randy	missing_asset	OSError
_2023/optics_puzzles/annotations.py	RedFilter	missing_asset	OSError
_2023/optics_puzzles/annotations.py	SimpleRect	ok	
_2023/optics_puzzles/annotations.py	SimplerChiralShape	capability_refusal	NotImplementedError
_2023/optics_puzzles/annotations.py	SteveMouldMention	missing_asset	OSError
_2023/optics_puzzles/annotations.py	StrengthInDifferentDirectionsWithDecimal	ok	
_2023/optics_puzzles/annotations.py	SucroseAction	ok	
_2023/optics_puzzles/annotations.py	SucroseActionSucrosePart	ok	
_2023/optics_puzzles/annotations.py	SugarIsChiral	ok	
_2023/optics_puzzles/annotations.py	ThatSeemsIrrelevant	missing_asset	OSError
_2023/optics_puzzles/annotations.py	ThisIsLight	missing_asset	OSError
_2023/optics_puzzles/annotations.py	ThisIsStillWhiteLight	ok	
_2023/optics_puzzles/annotations.py	ThreeParts	ok	
_2023/optics_puzzles/annotations.py	TransitionBeforePolarization	missing_asset	OSError
_2023/optics_puzzles/annotations.py	TwoLines	ok	
_2023/optics_puzzles/annotations.py	UnitRVector	ok	
_2023/optics_puzzles/annotations.py	WhatWeNeedToUnderstand	missing_asset	OSError
_2023/optics_puzzles/annotations.py	XZLabel	ok	
_2023/optics_puzzles/bending_waves.py	AngledMedium	scene_code_error	TypeError
_2023/optics_puzzles/bending_waves.py	AngledMediumAnnotations	ok	
_2023/optics_puzzles/bending_waves.py	AngledMediumSingleFront	scene_code_error	TypeError
_2023/optics_puzzles/bending_waves.py	LineGame	ok	
_2023/optics_puzzles/bending_waves.py	Prism	ok	
_2023/optics_puzzles/bending_waves.py	SnellsLaw	missing_asset	OSError
_2023/optics_puzzles/bending_waves.py	TransitionToOverheadView	scene_code_error	TypeError
_2023/optics_puzzles/bending_waves.py	WavesIntoAngledMedium	ok	
_2023/optics_puzzles/cylinder.py	AltClockwiseCircularLight	scene_code_error	TypeError
_2023/optics_puzzles/cylinder.py	AltCounterclockwiseCircularLight	scene_code_error	TypeError
_2023/optics_puzzles/cylinder.py	ClockwiseCircularLight	scene_code_error	TypeError
_2023/optics_puzzles/cylinder.py	CounterclockwiseCircularLight	scene_code_error	TypeError
_2023/optics_puzzles/cylinder.py	InducedWiggleInCylinder	missing_asset	OSError
_2023/optics_puzzles/cylinder.py	LinearAsASuperpositionOfCircular	ok	
_2023/optics_puzzles/cylinder.py	SimpleLightBeam	scene_code_error	TypeError
_2023/optics_puzzles/cylinder.py	TransitionTo2D	scene_code_error	TypeError
_2023/optics_puzzles/cylinder.py	TransitionTo2DLeftHanded	scene_code_error	TypeError
_2023/optics_puzzles/cylinder.py	TransitionTo2DRightHanded	scene_code_error	TypeError
_2023/optics_puzzles/cylinder.py	TwistingBlueLightBeam	scene_code_error	TypeError
_2023/optics_puzzles/cylinder.py	TwistingLightBeam	scene_code_error	TypeError
_2023/optics_puzzles/cylinder.py	TwistingRedLightBeam	scene_code_error	TypeError
_2023/optics_puzzles/cylinder.py	TwistingWithinCylinder	capability_refusal	NotImplementedError
_2023/optics_puzzles/cylinder.py	VectorFieldWigglingNew	scene_code_error	TypeError
_2023/optics_puzzles/driven_harmonic_oscillator.py	DrivenHarmonicOscillator	scene_code_error	TypeError
_2023/optics_puzzles/driven_harmonic_oscillator.py	JigglesInCalcite	scene_code_error	TypeError
_2023/optics_puzzles/driven_harmonic_oscillator.py	JigglesInCalciteY	scene_code_error	TypeError
_2023/optics_puzzles/driven_harmonic_oscillator.py	SpiralPaths	ok	
_2023/optics_puzzles/driven_harmonic_oscillator.py	SpiralPathsLeftHanded	ok	
_2023/optics_puzzles/e_field.py	AltEFieldIntroduction	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	AltRowOfCharges	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	AlternateCompositeChargesInPlane	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	ChargeOnZAxis	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	CircularPolarization1D	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	CircularPolarization2D	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	CoulombLorentzExample	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	CoulombLorentzExample3D	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	DiscussDecay	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	FullCompositeEffect	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	FullCompositeEffectIndexLessThanOne	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	Introduce3dMovements	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	Introduce3dMovements3DVects	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	IntroduceEField	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	ManyParallelPropagations	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	OneOfManyCharges	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	OscillateOnYOneDField	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	OscillateOnYTwoDField	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	PIPHelper	ok	
_2023/optics_puzzles/e_field.py	PlaneOfCharges	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	PolarizedScattering	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	PolarizedScatteringYZ	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	RandomRicochet	ok	
_2023/optics_puzzles/e_field.py	ResponsiveCharge	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	RowOfCharges	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	RowOfChargesMoreCharges	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	RowOfChargesWiggleOnY	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	RowOfChargesXAxis	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	RowOfChargesXAxisMoreCharges	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	ScatteringOfPolarizedBeam	ok	
_2023/optics_puzzles/e_field.py	SendingLittlePulses	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	ShowTheEffectsOfOscillatingCharge	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	TestFields	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	TestForMithuna	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	ThreeCharges	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	WavesIn3D	scene_code_error	TypeError
_2023/optics_puzzles/e_field.py	WiggleHereWiggleThere	scene_code_error	TypeError
_2023/optics_puzzles/ior_annotations.py	Amplitude	ok	
_2023/optics_puzzles/ior_annotations.py	AnnoateWaveSumPhaseShift	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	ArrowOverInldexHalf	ok	
_2023/optics_puzzles/ior_annotations.py	AsideOnWaveTerminology	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	AskAboutAmplitude	ok	
_2023/optics_puzzles/ior_annotations.py	CausalInfluence	ok	
_2023/optics_puzzles/ior_annotations.py	DefineIndexOfRefraction	ok	
_2023/optics_puzzles/ior_annotations.py	DisectDrivenEq	ok	
_2023/optics_puzzles/ior_annotations.py	ElectronLabel	ok	
_2023/optics_puzzles/ior_annotations.py	FrequencyVsAngularFrequency	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	GuessSteadyState	ok	
_2023/optics_puzzles/ior_annotations.py	HighlightExpression	ok	
_2023/optics_puzzles/ior_annotations.py	HoldUpAlbumCover	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	HoldUpBarberPoleVideos	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	HoldUpLastVideo	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	HoldUpMainVideo	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	IsThatTrue	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	KeyPoints	ok	
_2023/optics_puzzles/ior_annotations.py	KickForwardOrBackCondition	ok	
_2023/optics_puzzles/ior_annotations.py	LightDoesntHaveTreads	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	LimitToContinuity	ok	
_2023/optics_puzzles/ior_annotations.py	LookAround	ok	
_2023/optics_puzzles/ior_annotations.py	LookAtScrolling	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	MissingDetails	ok	
_2023/optics_puzzles/ior_annotations.py	NewQuestion	ok	
_2023/optics_puzzles/ior_annotations.py	PiCreaturesReactingToEquation	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	PreviewQuarterBehindReason	timeout	
_2023/optics_puzzles/ior_annotations.py	QuestionsFromPatrons	ok	
_2023/optics_puzzles/ior_annotations.py	ReactToStandardExplanation	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	RightLeftArrow	ok	
_2023/optics_puzzles/ior_annotations.py	SameRotationRate	ok	
_2023/optics_puzzles/ior_annotations.py	SnellComparrisonBackdrop	ok	
_2023/optics_puzzles/ior_annotations.py	SnellPuzzle	ok	
_2023/optics_puzzles/ior_annotations.py	SteadyStateSolutionCircledAmplitude	ok	
_2023/optics_puzzles/ior_annotations.py	StrongerResonanceStrongerPhaseShift	ok	
_2023/optics_puzzles/ior_annotations.py	TankAnnotations	ok	
_2023/optics_puzzles/ior_annotations.py	ThisReallyDoesHappen	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	UnequalFrequencies	ok	
_2023/optics_puzzles/ior_annotations.py	VelocityZero	ok	
_2023/optics_puzzles/ior_annotations.py	WhyDoesAddingCauseAShift	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	WhyIsThisTrue	missing_asset	OSError
_2023/optics_puzzles/ior_annotations.py	WhySlowAtAll	missing_asset	OSError
_2023/optics_puzzles/slowing_waves.py	DensePhaseKickBacks100	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	DensePhaseKickBacks25	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	DensePhaseKickBacks50	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	DenserKickForward	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	DensestKickForward	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	DissolveLayers	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	FastWave	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	GreenWaveFast	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	GreenWaveSlow	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	IntroducePhaseKickBack	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	KickForward	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	OrangeWaveFast	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	OrangeWaveSlow	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	PhaseKickBackAddInLayers	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	PhaseKickBacks	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	PlayWithIndex	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	RedLight	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	RedWaveFast	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	RedWaveSlow	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	RevertToOneLayerAtATime	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	SimplerRevertToOneLayerAtATime	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	SlowedAndAbsorbed	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	SpeedInMediumFastPart	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	SpeedInMediumSlower	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	VectorOverMedia	ok	
_2023/optics_puzzles/slowing_waves.py	VioletWaveFast	scene_code_error	TypeError
_2023/optics_puzzles/slowing_waves.py	VioletWaveSlow	scene_code_error	TypeError
